MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
70,2.0,0.0,56600,1.0,1.0,0.0,2.0,0.0,4.0,0.0,9.0,2.0,2.0,0.0,4.0,5,1,1900,1950,3.0,1.0,14.0,15.0,2.0,0.0,3.0,4.0,0.0,4.0,4.0,4.0,6.0,0.0,6.0,0.0,686.0,686.0,1.0,0.0,1.0,5.0,1150,686,0,1836,0.0,0.0,2,0,4,1,4.0,7,0.0,0,3.0,5.0,1900.0,3.0,1.0,288.0,5.0,1.0,0.0,0,0,0,0,0,0,3.0,4.0,1.0,0,1,2008,9.0,4.0
20,4.0,85.0,10667,1.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,6,6,1971,1971,1.0,1.0,8.0,8.0,1.0,302.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,838.0,6.0,0.0,749.0,1587.0,1.0,4.0,1.0,5.0,1587,0,0,1587,0.0,0.0,2,0,3,1,4.0,7,7.0,1,2.0,1.0,1971.0,3.0,2.0,525.0,5.0,5.0,2.0,0,44,0,0,0,0,3.0,4.0,1.0,0,3,2007,9.0,4.0
80,4.0,56.0,8872,1.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,7.0,6,5,1997,1997,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,2.0,2.0,4.0,4.0,6.0,0.0,6.0,0.0,384.0,384.0,1.0,2.0,1.0,5.0,754,630,0,1384,0.0,0.0,2,1,3,1,4.0,7,7.0,1,5.0,3.0,1997.0,0.0,2.0,390.0,5.0,5.0,2.0,0,0,0,0,0,0,3.0,4.0,1.0,0,3,2007,9.0,4.0
80,4.0,0.0,10147,1.0,1.0,0.0,3.0,0.0,1.0,0.0,8.0,2.0,2.0,0.0,7.0,6,5,1994,1994,1.0,1.0,6.0,6.0,1.0,32.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,186.0,6.0,0.0,206.0,392.0,1.0,2.0,1.0,5.0,924,770,0,1694,0.0,0.0,2,1,3,1,4.0,7,7.0,1,5.0,3.0,1994.0,0.0,2.0,398.0,5.0,5.0,2.0,256,64,0,0,0,0,3.0,2.0,1.0,0,3,2007,9.0,4.0
60,4.0,0.0,8637,1.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,6,5,1999,2000,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,2.0,2.0,4.0,4.0,0.0,871.0,6.0,0.0,52.0,923.0,1.0,2.0,1.0,5.0,947,767,0,1714,1.0,0.0,2,1,3,1,4.0,7,7.0,1,5.0,1.0,2000.0,0.0,2.0,451.0,5.0,5.0,2.0,256,48,0,0,0,0,3.0,4.0,1.0,0,4,2007,9.0,0.0
60,4.0,63.0,7875,1.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,7,5,1996,1996,1.0,1.0,6.0,6.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,414.0,6.0,0.0,277.0,691.0,1.0,2.0,1.0,5.0,691,862,0,1553,0.0,0.0,2,1,3,1,2.0,6,7.0,0,3.0,1.0,1996.0,0.0,2.0,420.0,5.0,5.0,2.0,0,44,0,0,0,0,3.0,4.0,1.0,0,8,2007,9.0,4.0
60,4.0,60.0,7500,1.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,6,5,1999,2003,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,2.0,2.0,4.0,4.0,6.0,0.0,6.0,0.0,938.0,938.0,1.0,0.0,1.0,5.0,957,1342,0,2299,0.0,0.0,3,1,5,1,4.0,7,7.0,1,5.0,1.0,1999.0,0.0,2.0,482.0,5.0,5.0,2.0,188,30,0,0,0,0,3.0,4.0,1.0,0,8,2007,9.0,4.0
20,4.0,0.0,9556,1.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,2.0,7,5,1992,1993,1.0,1.0,6.0,6.0,1.0,52.0,3.0,4.0,2.0,2.0,4.0,4.0,6.0,0.0,6.0,0.0,1168.0,1168.0,1.0,2.0,1.0,5.0,1187,0,0,1187,0.0,0.0,2,0,3,1,2.0,6,7.0,0,3.0,1.0,1992.0,2.0,2.0,420.0,5.0,5.0,2.0,0,21,0,0,0,0,3.0,4.0,1.0,0,8,2007,9.0,4.0
60,4.0,0.0,7655,1.0,1.0,0.0,3.0,0.0,1.0,0.0,8.0,2.0,2.0,0.0,5.0,6,5,1993,1994,1.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,2.0,2.0,4.0,4.0,6.0,0.0,6.0,0.0,903.0,903.0,1.0,2.0,1.0,5.0,910,732,0,1642,0.0,0.0,2,1,3,1,4.0,7,7.0,1,5.0,1.0,1993.0,2.0,2.0,392.0,5.0,5.0,2.0,290,84,0,0,0,0,3.0,4.0,1.0,0,7,2007,9.0,4.0
20,4.0,160.0,18160,0.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,2.0,6,6,1964,1964,1.0,1.0,6.0,6.0,0.0,138.0,3.0,4.0,1.0,4.0,4.0,0.0,1.0,550.0,6.0,0.0,752.0,1302.0,1.0,1.0,1.0,5.0,1128,0,0,1128,1.0,0.0,1,0,3,1,4.0,6,7.0,1,5.0,1.0,1964.0,3.0,2.0,480.0,5.0,5.0,1.0,0,108,246,0,0,0,3.0,2.0,1.0,0,3,2007,9.0,2.0
120,4.0,38.0,4740,1.0,1.0,0.0,3.0,0.0,4.0,0.0,22.0,2.0,2.0,4.0,2.0,8,5,1988,1988,1.0,1.0,5.0,5.0,2.0,0.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,248.0,6.0,0.0,918.0,1166.0,1.0,2.0,1.0,5.0,1179,0,0,1179,1.0,0.0,2,0,2,1,4.0,5,7.0,0,3.0,1.0,1988.0,2.0,2.0,480.0,5.0,5.0,2.0,0,108,0,0,135,0,3.0,4.0,1.0,0,10,2007,9.0,4.0
120,4.0,35.0,5118,1.0,1.0,0.0,1.0,0.0,4.0,0.0,22.0,2.0,2.0,4.0,2.0,8,5,1990,1990,1.0,1.0,5.0,5.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,926.0,6.0,0.0,386.0,1312.0,1.0,2.0,1.0,5.0,1321,0,0,1321,1.0,0.0,1,0,1,1,2.0,4,7.0,1,5.0,1.0,1990.0,2.0,2.0,484.0,5.0,5.0,2.0,0,64,140,0,0,0,3.0,4.0,1.0,0,8,2007,9.0,4.0
60,4.0,98.0,12328,1.0,1.0,0.0,3.0,0.0,4.0,0.0,22.0,2.0,2.0,0.0,5.0,8,5,2005,2005,3.0,1.0,13.0,14.0,3.0,146.0,2.0,4.0,2.0,0.0,4.0,2.0,2.0,986.0,6.0,0.0,163.0,1149.0,1.0,0.0,1.0,5.0,1164,1377,0,2541,1.0,0.0,3,1,4,1,0.0,10,7.0,1,2.0,3.0,2005.0,0.0,3.0,729.0,5.0,5.0,2.0,120,32,0,0,0,0,3.0,4.0,1.0,0,7,2007,9.0,4.0
20,4.0,52.0,51974,1.0,1.0,0.0,3.0,0.0,1.0,0.0,22.0,4.0,2.0,0.0,2.0,9,5,2006,2007,3.0,1.0,13.0,14.0,1.0,710.0,0.0,4.0,2.0,0.0,4.0,0.0,2.0,1101.0,6.0,0.0,1559.0,2660.0,1.0,0.0,1.0,5.0,2338,0,0,2338,1.0,0.0,2,1,4,1,2.0,8,7.0,2,2.0,1.0,2005.0,0.0,3.0,1110.0,2.0,5.0,2.0,0,135,0,0,322,0,3.0,4.0,1.0,0,6,2007,7.0,5.0
190,4.0,195.0,41600,1.0,1.0,0.0,3.0,0.0,2.0,0.0,8.0,2.0,2.0,1.0,2.0,5,5,1969,1990,1.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,1.0,2.0,4.0,1.0,0.0,1047.0,6.0,0.0,53.0,1100.0,2.0,4.0,1.0,5.0,1424,0,0,1424,1.0,0.0,1,1,3,1,4.0,7,4.0,0,3.0,0.0,1969.0,3.0,3.0,828.0,5.0,5.0,0.0,144,0,0,0,0,0,3.0,4.0,1.0,0,11,2007,9.0,4.0
120,4.0,61.0,8035,1.0,1.0,0.0,1.0,0.0,4.0,0.0,22.0,2.0,2.0,4.0,2.0,9,5,2006,2006,1.0,1.0,8.0,8.0,1.0,165.0,2.0,4.0,2.0,0.0,4.0,1.0,2.0,797.0,6.0,0.0,815.0,1612.0,1.0,0.0,1.0,5.0,1612,0,0,1612,1.0,0.0,2,0,2,1,0.0,6,7.0,1,2.0,1.0,2006.0,0.0,2.0,556.0,5.0,5.0,2.0,0,164,0,0,0,0,3.0,4.0,1.0,0,3,2007,9.0,4.0
20,4.0,85.0,14082,1.0,1.0,0.0,1.0,0.0,4.0,0.0,22.0,2.0,2.0,0.0,2.0,8,5,2006,2006,3.0,1.0,13.0,14.0,1.0,945.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,1558.0,6.0,0.0,662.0,2220.0,1.0,0.0,1.0,5.0,2234,0,0,2234,1.0,0.0,1,1,1,1,2.0,7,7.0,1,2.0,1.0,2006.0,2.0,2.0,724.0,5.0,5.0,2.0,390,80,0,0,0,0,3.0,4.0,1.0,0,1,2007,9.0,4.0
20,4.0,81.0,13870,1.0,1.0,0.0,1.0,0.0,4.0,0.0,22.0,3.0,3.0,0.0,2.0,10,5,2006,2007,3.0,1.0,5.0,5.0,1.0,250.0,0.0,4.0,2.0,0.0,4.0,1.0,2.0,1152.0,6.0,0.0,590.0,1742.0,1.0,0.0,1.0,5.0,2042,0,0,2042,1.0,0.0,2,0,3,1,0.0,8,7.0,1,2.0,1.0,2007.0,0.0,3.0,724.0,5.0,5.0,2.0,240,52,0,0,174,0,3.0,4.0,1.0,0,10,2007,7.0,5.0
20,4.0,0.0,10960,1.0,1.0,0.0,3.0,0.0,4.0,0.0,14.0,2.0,2.0,0.0,2.0,6,5,1984,1984,3.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,1.0,2.0,4.0,4.0,2.0,256.0,6.0,0.0,1028.0,1284.0,1.0,4.0,1.0,5.0,1284,0,0,1284,1.0,0.0,2,0,3,1,4.0,5,7.0,0,3.0,1.0,1984.0,3.0,2.0,480.0,5.0,5.0,2.0,0,0,192,0,0,0,3.0,4.0,1.0,0,4,2007,0.0,0.0
60,4.0,78.0,12090,1.0,1.0,3.0,3.0,0.0,4.0,0.0,14.0,2.0,2.0,0.0,5.0,7,7,1981,2003,1.0,1.0,8.0,8.0,1.0,306.0,2.0,4.0,1.0,2.0,4.0,4.0,0.0,321.0,6.0,0.0,404.0,725.0,1.0,0.0,1.0,5.0,725,754,0,1479,0.0,0.0,2,1,3,1,2.0,6,7.0,1,5.0,1.0,1981.0,2.0,2.0,484.0,5.0,5.0,2.0,167,72,0,0,0,0,3.0,4.0,1.0,0,3,2007,9.0,4.0
20,4.0,93.0,12299,1.0,1.0,3.0,3.0,0.0,4.0,0.0,14.0,2.0,2.0,0.0,2.0,7,6,1978,1985,1.0,1.0,10.0,11.0,3.0,67.0,3.0,4.0,1.0,2.0,4.0,4.0,2.0,1328.0,6.0,0.0,201.0,1529.0,1.0,4.0,1.0,5.0,1664,0,0,1664,1.0,0.0,2,0,3,1,2.0,7,7.0,1,5.0,1.0,1978.0,0.0,2.0,663.0,5.0,5.0,2.0,0,0,0,0,0,0,3.0,4.0,1.0,0,9,2007,9.0,4.0
60,4.0,61.0,11339,1.0,1.0,0.0,3.0,0.0,4.0,0.0,14.0,3.0,2.0,0.0,5.0,7,5,1979,1979,3.0,6.0,6.0,11.0,1.0,549.0,3.0,4.0,1.0,2.0,4.0,4.0,0.0,758.0,6.0,0.0,22.0,780.0,1.0,4.0,1.0,5.0,1085,845,0,1930,1.0,0.0,2,1,4,1,2.0,9,7.0,1,5.0,1.0,1979.0,0.0,2.0,481.0,5.0,5.0,2.0,192,72,0,0,0,0,3.0,4.0,1.0,0,3,2007,9.0,4.0
20,4.0,79.0,11850,1.0,1.0,3.0,3.0,0.0,2.0,0.0,14.0,2.0,2.0,0.0,2.0,6,6,1984,1984,1.0,1.0,10.0,11.0,1.0,98.0,3.0,4.0,1.0,2.0,4.0,4.0,0.0,781.0,6.0,0.0,372.0,1153.0,1.0,4.0,1.0,5.0,1177,0,0,1177,0.0,0.0,2,0,3,1,2.0,6,7.0,0,3.0,1.0,1984.0,0.0,2.0,495.0,5.0,5.0,2.0,204,103,0,0,0,0,3.0,2.0,1.0,0,8,2007,9.0,4.0
20,4.0,80.0,10400,1.0,1.0,3.0,3.0,0.0,4.0,0.0,14.0,2.0,2.0,0.0,2.0,6,5,1979,1999,1.0,1.0,8.0,8.0,1.0,253.0,3.0,4.0,1.0,2.0,4.0,4.0,2.0,903.0,6.0,0.0,356.0,1259.0,1.0,0.0,1.0,5.0,1353,0,0,1353,1.0,0.0,2,0,2,1,4.0,5,7.0,1,5.0,1.0,1979.0,2.0,2.0,478.0,5.0,5.0,2.0,240,141,0,0,0,0,3.0,4.0,1.0,0,8,2007,9.0,4.0
20,4.0,128.0,13001,1.0,1.0,0.0,3.0,0.0,4.0,0.0,14.0,4.0,2.0,0.0,2.0,6,5,1971,1971,3.0,1.0,6.0,6.0,1.0,176.0,3.0,4.0,1.0,4.0,4.0,2.0,0.0,492.0,1.0,121.0,1012.0,1625.0,1.0,4.0,1.0,5.0,1220,0,0,1220,0.0,1.0,2,0,2,1,4.0,6,7.0,1,5.0,1.0,1971.0,3.0,2.0,944.0,5.0,5.0,2.0,0,0,249,0,0,0,3.0,4.0,1.0,0,9,2007,9.0,4.0
80,4.0,64.0,8991,1.0,1.0,0.0,3.0,0.0,1.0,0.0,14.0,4.0,2.0,0.0,7.0,7,6,1976,1976,1.0,1.0,10.0,11.0,3.0,130.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,624.0,5.0,604.0,0.0,1228.0,1.0,4.0,1.0,5.0,1324,0,0,1324,0.0,1.0,2,0,3,1,2.0,5,7.0,1,1.0,1.0,1976.0,0.0,2.0,585.0,5.0,5.0,2.0,407,36,0,0,0,0,3.0,4.0,1.0,0,2,2007,9.0,4.0
60,4.0,80.0,8000,1.0,1.0,3.0,3.0,0.0,4.0,0.0,14.0,4.0,2.0,0.0,5.0,6,6,1974,1974,1.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,1.0,4.0,4.0,4.0,0.0,931.0,3.0,153.0,0.0,1084.0,1.0,4.0,1.0,5.0,1084,793,0,1877,1.0,0.0,2,1,4,1,4.0,8,7.0,1,5.0,1.0,1974.0,3.0,2.0,488.0,5.0,5.0,2.0,0,96,0,0,0,0,3.0,4.0,1.0,0,11,2007,9.0,4.0
20,4.0,63.0,9457,1.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5,6,1970,1990,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,1.0,4.0,4.0,4.0,0.0,566.0,6.0,0.0,359.0,925.0,1.0,4.0,1.0,5.0,1422,0,0,1422,1.0,0.0,1,0,3,1,4.0,7,3.0,0,3.0,5.0,1988.0,3.0,2.0,576.0,5.0,5.0,2.0,252,0,0,0,0,0,3.0,1.0,1.0,0,9,2007,9.0,4.0
20,4.0,66.0,7920,1.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5,5,1970,2002,1.0,1.0,6.0,6.0,1.0,32.0,3.0,4.0,1.0,4.0,4.0,4.0,0.0,81.0,2.0,619.0,214.0,914.0,1.0,0.0,1.0,5.0,914,0,0,914,0.0,0.0,1,0,3,1,0.0,5,7.0,0,3.0,1.0,1970.0,2.0,1.0,368.0,5.0,2.0,2.0,120,0,0,0,0,0,3.0,4.0,1.0,0,10,2007,9.0,4.0
20,4.0,0.0,17199,1.0,1.0,3.0,3.0,0.0,2.0,0.0,12.0,2.0,2.0,0.0,2.0,4,7,1961,1961,1.0,1.0,8.0,8.0,2.0,0.0,3.0,2.0,0.0,4.0,4.0,4.0,0.0,314.0,6.0,0.0,600.0,914.0,1.0,0.0,1.0,5.0,914,0,0,914,0.0,0.0,1,0,2,1,4.0,4,7.0,0,3.0,2.0,1961.0,3.0,1.0,270.0,1.0,5.0,2.0,140,0,0,0,0,0,3.0,1.0,1.0,0,7,2007,9.0,4.0
120,3.0,33.0,4113,1.0,1.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,4.0,2.0,6,5,2001,2001,1.0,1.0,8.0,8.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,2.0,6.0,0.0,6.0,0.0,1337.0,1337.0,1.0,0.0,1.0,5.0,1337,0,0,1337,0.0,0.0,2,0,2,1,2.0,5,7.0,1,5.0,1.0,2001.0,0.0,2.0,511.0,5.0,5.0,2.0,136,68,0,0,0,0,3.0,4.0,1.0,0,7,2007,9.0,4.0
120,3.0,26.0,10943,1.0,1.0,1.0,3.0,0.0,2.0,0.0,12.0,2.0,2.0,4.0,2.0,6,5,1997,1998,1.0,1.0,8.0,8.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,930.0,6.0,0.0,475.0,1405.0,1.0,0.0,1.0,5.0,1337,0,0,1337,1.0,0.0,2,0,2,1,2.0,5,7.0,1,5.0,1.0,1997.0,0.0,2.0,522.0,5.0,5.0,2.0,0,68,0,0,0,0,3.0,4.0,1.0,0,10,2007,9.0,4.0
160,5.0,21.0,2205,1.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,2.0,2.0,3.0,5.0,6,6,1973,1973,1.0,1.0,6.0,6.0,1.0,567.0,3.0,4.0,1.0,4.0,4.0,4.0,0.0,312.0,6.0,0.0,213.0,525.0,1.0,4.0,1.0,5.0,525,567,0,1092,0.0,0.0,1,1,3,1,4.0,6,7.0,0,3.0,5.0,1973.0,3.0,1.0,264.0,5.0,5.0,2.0,144,0,0,0,0,0,3.0,4.0,1.0,0,2,2007,9.0,4.0
160,5.0,21.0,2058,1.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,2.0,2.0,3.0,5.0,6,5,1973,1973,1.0,1.0,6.0,6.0,1.0,265.0,3.0,4.0,1.0,4.0,4.0,4.0,6.0,0.0,6.0,0.0,672.0,672.0,1.0,0.0,1.0,5.0,672,546,0,1218,0.0,0.0,1,1,4,1,0.0,7,7.0,0,3.0,5.0,1973.0,3.0,1.0,264.0,5.0,5.0,2.0,0,28,0,0,0,0,3.0,4.0,1.0,0,12,2007,9.0,4.0
120,4.0,24.0,2304,1.0,1.0,3.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,3.0,2.0,7,7,1978,1978,1.0,1.0,10.0,2.0,2.0,0.0,3.0,4.0,1.0,2.0,4.0,4.0,2.0,632.0,6.0,6.0,423.0,1061.0,1.0,4.0,1.0,5.0,1055,0,0,1055,0.0,0.0,2,0,2,1,4.0,4,7.0,0,3.0,1.0,1978.0,3.0,1.0,319.0,5.0,5.0,2.0,108,32,0,0,0,0,3.0,4.0,1.0,0,4,2007,9.0,4.0
20,4.0,65.0,7150,1.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5,6,1966,1966,3.0,1.0,6.0,6.0,1.0,52.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,725.0,6.0,0.0,263.0,988.0,1.0,4.0,1.0,5.0,988,0,0,988,1.0,0.0,1,0,3,1,4.0,5,7.0,0,3.0,5.0,1974.0,3.0,1.0,360.0,5.0,5.0,2.0,0,0,0,0,0,0,3.0,4.0,1.0,0,11,2007,9.0,4.0
20,4.0,96.0,12469,1.0,1.0,3.0,3.0,0.0,2.0,0.0,16.0,2.0,2.0,0.0,2.0,9,5,2006,2007,3.0,1.0,13.0,14.0,3.0,378.0,0.0,4.0,2.0,0.0,4.0,1.0,2.0,1151.0,6.0,0.0,639.0,1790.0,1.0,0.0,1.0,5.0,1816,0,0,1816,1.0,0.0,2,0,3,1,0.0,7,7.0,1,2.0,1.0,2007.0,0.0,3.0,730.0,5.0,5.0,2.0,186,36,0,0,0,0,3.0,4.0,1.0,0,8,2007,7.0,5.0
20,4.0,91.0,11825,1.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,2.0,8,5,2006,2007,1.0,1.0,5.0,5.0,3.0,302.0,2.0,4.0,2.0,0.0,4.0,2.0,6.0,0.0,6.0,0.0,1694.0,1694.0,1.0,0.0,1.0,5.0,1694,0,0,1694,0.0,0.0,2,0,3,1,2.0,7,7.0,1,2.0,1.0,2006.0,2.0,3.0,856.0,5.0,5.0,2.0,0,112,0,0,0,0,3.0,4.0,1.0,0,6,2007,7.0,5.0
20,4.0,110.0,14333,1.0,1.0,3.0,3.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,2.0,8,5,2007,2007,1.0,1.0,13.0,14.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1518.0,6.0,0.0,590.0,2108.0,1.0,0.0,1.0,5.0,2122,0,0,2122,1.0,0.0,2,1,2,1,2.0,7,7.0,1,0.0,1.0,2007.0,0.0,3.0,938.0,5.0,5.0,2.0,130,142,0,0,0,0,3.0,4.0,1.0,0,11,2007,7.0,5.0
60,4.0,107.0,13641,1.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,9,5,2007,2007,3.0,1.0,5.0,5.0,1.0,456.0,0.0,4.0,2.0,0.0,4.0,1.0,2.0,1304.0,6.0,0.0,630.0,1934.0,1.0,0.0,1.0,5.0,1943,713,0,2656,1.0,0.0,2,1,3,1,0.0,8,7.0,1,2.0,1.0,2007.0,2.0,3.0,1040.0,5.0,5.0,2.0,268,58,0,0,0,0,3.0,4.0,1.0,0,12,2007,7.0,5.0
60,4.0,110.0,13440,1.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,8,5,2006,2007,3.0,1.0,13.0,14.0,1.0,190.0,2.0,4.0,2.0,0.0,4.0,4.0,6.0,0.0,6.0,0.0,1108.0,1108.0,1.0,0.0,1.0,5.0,1148,1402,0,2550,0.0,0.0,2,1,4,1,0.0,11,7.0,1,2.0,3.0,2006.0,0.0,3.0,670.0,5.0,5.0,2.0,120,39,0,0,0,0,3.0,4.0,1.0,0,3,2007,7.0,5.0
20,4.0,105.0,15431,1.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,2.0,10,5,2005,2006,3.0,1.0,13.0,14.0,1.0,400.0,0.0,4.0,2.0,0.0,4.0,1.0,2.0,1430.0,6.0,0.0,564.0,1994.0,1.0,0.0,1.0,5.0,2046,0,0,2046,1.0,0.0,2,1,2,1,0.0,7,7.0,2,2.0,1.0,2005.0,0.0,3.0,878.0,5.0,5.0,2.0,188,65,0,0,175,0,3.0,4.0,1.0,0,8,2007,9.0,4.0
20,4.0,107.0,13891,1.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,2.0,9,5,2007,2007,3.0,1.0,13.0,14.0,3.0,456.0,0.0,4.0,2.0,0.0,4.0,1.0,2.0,1812.0,6.0,0.0,740.0,2552.0,1.0,0.0,1.0,5.0,2552,0,0,2552,1.0,0.0,2,0,3,1,0.0,8,7.0,2,0.0,1.0,2007.0,0.0,3.0,932.0,5.0,5.0,2.0,130,28,0,0,0,0,3.0,4.0,1.0,0,10,2007,7.0,5.0
60,4.0,118.0,13654,1.0,1.0,0.0,3.0,0.0,1.0,0.0,16.0,2.0,2.0,0.0,5.0,9,5,2005,2006,1.0,1.0,8.0,8.0,1.0,365.0,2.0,4.0,2.0,0.0,4.0,1.0,6.0,0.0,6.0,0.0,1704.0,1704.0,1.0,0.0,1.0,5.0,1722,1036,0,2758,0.0,0.0,2,1,4,1,0.0,9,7.0,1,0.0,3.0,2005.0,0.0,3.0,814.0,5.0,5.0,2.0,282,55,0,0,0,0,3.0,4.0,1.0,0,5,2007,9.0,4.0
20,4.0,59.0,17169,1.0,1.0,1.0,3.0,0.0,1.0,0.0,16.0,2.0,2.0,0.0,2.0,10,5,2007,2007,3.0,1.0,5.0,5.0,1.0,970.0,0.0,4.0,2.0,0.0,4.0,0.0,2.0,1684.0,6.0,0.0,636.0,2320.0,1.0,0.0,1.0,5.0,2290,0,0,2290,2.0,0.0,2,1,2,1,0.0,7,7.0,1,2.0,1.0,2007.0,0.0,3.0,1174.0,5.0,5.0,2.0,192,30,0,0,0,0,3.0,4.0,1.0,0,8,2007,7.0,5.0
60,4.0,134.0,16659,1.0,1.0,0.0,3.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,5.0,8,5,2007,2008,1.0,1.0,13.0,14.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,4.0,6.0,0.0,6.0,0.0,1582.0,1582.0,1.0,0.0,1.0,5.0,1582,570,0,2152,0.0,0.0,2,1,3,1,2.0,7,7.0,1,2.0,5.0,2007.0,3.0,2.0,728.0,5.0,5.0,2.0,0,368,0,0,0,0,3.0,4.0,1.0,0,6,2007,7.0,5.0
60,4.0,82.0,9709,1.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,8,5,2007,2007,1.0,1.0,13.0,14.0,3.0,120.0,0.0,4.0,2.0,0.0,4.0,1.0,2.0,778.0,6.0,0.0,140.0,918.0,1.0,0.0,1.0,5.0,958,1142,0,2100,1.0,0.0,2,1,3,1,0.0,8,7.0,2,2.0,3.0,2007.0,0.0,3.0,786.0,5.0,5.0,2.0,172,104,0,0,0,0,3.0,4.0,1.0,0,9,2007,7.0,5.0
20,4.0,94.0,13615,1.0,1.0,0.0,1.0,0.0,0.0,1.0,16.0,2.0,2.0,0.0,2.0,9,5,2006,2006,3.0,1.0,8.0,8.0,3.0,510.0,0.0,4.0,2.0,0.0,4.0,1.0,6.0,0.0,6.0,0.0,1802.0,1802.0,1.0,0.0,1.0,5.0,1802,0,0,1802,0.0,0.0,2,1,3,1,0.0,7,7.0,1,2.0,1.0,2006.0,0.0,3.0,843.0,5.0,5.0,2.0,158,105,0,0,0,0,3.0,4.0,1.0,0,6,2007,9.0,4.0
60,4.0,99.0,13069,1.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,8,5,2004,2004,1.0,1.0,13.0,14.0,1.0,502.0,2.0,4.0,2.0,2.0,4.0,0.0,6.0,0.0,6.0,0.0,1706.0,1706.0,1.0,0.0,1.0,5.0,1718,1238,0,2956,0.0,0.0,2,1,5,1,0.0,11,7.0,1,0.0,3.0,2004.0,2.0,3.0,916.0,5.0,5.0,2.0,194,50,0,0,0,0,3.0,4.0,1.0,0,8,2007,9.0,4.0
